Video analysis detailed log																						
																						
Face Model:	General																					
Calibration:	-																					
Start time:	55:01.0																					
Filename:	C:\Users\owner\Desktop\New folder (2)\6\S001-006.avi																					
Frame rate:	25																					
																						
Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Gender	Age	Beard	Moustache	Glasses	Ethnicity	Quality	Mouth	Left Eye	Right Eye	Left Eyebrow	Right Eyebrow	Identity	Stimulus	Event Marker
00:00.0	0.9687084	0.02811588	0.02350091	0.02716676	0.007974265	0.005002529	0.01085171	Female	25 - 35	None	None	No	Caucasian	0.9621582	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00.0	0.9685864	0.02819534	0.02350647	0.0273428	0.007974381	0.005005337	0.01084171	Female	25 - 35	None	None	No	Caucasian	0.9615744	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00.1	0.9683405	0.02832597	0.02348939	0.02763533	0.007955732	0.004991495	0.0108756	Female	25 - 35	None	None	No	Caucasian	0.9591022	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00.1	0.9676475	0.02854565	0.02346189	0.02792684	0.007964168	0.004994505	0.01093227	Female	25 - 35	None	None	No	Caucasian	0.9614908	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00.2	0.9665957	0.02884279	0.02345764	0.02818621	0.008027695	0.005000267	0.01091427	Female	25 - 35	None	None	No	Caucasian	0.9595828	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.2	0.964942	0.02922677	0.02345577	0.02848046	0.008121988	0.005023335	0.01088771	Female	25 - 35	None	None	No	Caucasian	0.9606851	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.2	0.9629262	0.02967766	0.02353084	0.02891161	0.008209953	0.00505315	0.01082279	Female	25 - 35	None	None	No	Caucasian	0.9600614	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.3	0.9612637	0.03023453	0.02356653	0.02922051	0.008309487	0.005042565	0.01072167	Female	25 - 35	None	None	No	Caucasian	0.9587063	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.3	0.9594468	0.03091283	0.02356926	0.02946945	0.008411221	0.005029911	0.01063582	Female	25 - 35	None	None	No	Caucasian	0.960444	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.4	0.9562261	0.03350933	0.02348054	0.02944773	0.008451541	0.004935054	0.01050141	Female	25 - 35	None	None	No	Caucasian	0.958328	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.4	0.9422838	0.0458654	0.02341605	0.02899971	0.008381865	0.004758531	0.0103649	Female	25 - 35	None	None	No	Caucasian	0.9512258	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.4	0.9171901	0.06916463	0.02304491	0.02827681	0.00823343	0.004595903	0.01031691	Female	25 - 35	None	None	No	Caucasian	0.9545764	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.5	0.8837874	0.1009077	0.0224871	0.02721641	0.00801761	0.004501373	0.01057437	Female	25 - 35	None	None	No	Caucasian	0.943153	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.5	0.84441	0.1390892	0.02172463	0.02596149	0.007813614	0.004465901	0.0109077	Female	25 - 35	None	None	No	Caucasian	0.9321415	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.6	0.8012594	0.1816	0.02082764	0.02459718	0.007649891	0.004423694	0.01118466	Female	25 - 35	None	None	No	Caucasian	0.9190887	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.6	0.755855	0.2267552	0.01984698	0.02318533	0.007497098	0.00438241	0.01150369	Female	25 - 35	None	None	No	Caucasian	0.9266077	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.6	0.7094188	0.2732589	0.01879616	0.02174433	0.007363403	0.004344132	0.01181198	Female	25 - 35	None	None	No	Caucasian	0.9199114	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.7	0.6630263	0.3199809	0.01773111	0.02031283	0.007233426	0.004281654	0.01203453	Female	25 - 35	None	None	No	Caucasian	0.9253364	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.7	0.6173274	0.3661774	0.01665192	0.01890374	0.007108932	0.004225027	0.0120996	Female	25 - 35	None	None	No	Caucasian	0.9214207	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.8	0.5730442	0.4112387	0.01558045	0.01755279	0.006987793	0.004190803	0.01212237	Female	25 - 35	None	None	No	Caucasian	0.9177888	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.8	0.5306233	0.4546175	0.01454927	0.01627965	0.006858664	0.004137801	0.01216461	Female	25 - 35	None	None	No	Caucasian	0.9190581	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.8	0.4901945	0.4961064	0.01355331	0.01507728	0.006718891	0.004100893	0.01215474	Female	25 - 35	None	None	No	Caucasian	0.9140348	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.9	0.4518175	0.5354308	0.01260282	0.01394505	0.006562911	0.004047091	0.01209319	Female	25 - 35	None	None	No	Caucasian	0.9179503	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.9	0.415589	0.5725375	0.01169717	0.01288177	0.006411535	0.004020743	0.01197508	Female	25 - 35	None	None	No	Caucasian	0.9188107	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.0	0.3816242	0.6072682	0.01086045	0.0118996	0.006257115	0.003990101	0.01186665	Female	25 - 35	None	None	No	Caucasian	0.9196782	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.0	0.3498557	0.6397367	0.01007775	0.01099729	0.00611133	0.003980529	0.01178993	Female	25 - 35	None	None	No	Caucasian	0.9174027	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.0	0.3203146	0.6699148	0.009357345	0.01017442	0.005967948	0.003994434	0.01174082	Female	25 - 35	None	None	No	Caucasian	0.9190678	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.1	0.2929967	0.6977675	0.008701431	0.009435997	0.005833219	0.003992494	0.01174369	Female	25 - 35	None	None	No	Caucasian	0.917043	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.1	0.2677575	0.7234695	0.00808271	0.008749473	0.005695916	0.003984955	0.01174067	Female	25 - 35	None	None	No	Caucasian	0.9238648	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.2	0.2444785	0.7471627	0.007500261	0.008105936	0.005555386	0.00399769	0.0117973	Female	25 - 35	None	None	No	Caucasian	0.9244508	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.2	0.2231376	0.7688347	0.006969516	0.007523091	0.005416193	0.004006852	0.01188822	Female	25 - 35	None	None	No	Caucasian	0.9295929	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.2	0.2035218	0.7887472	0.006467403	0.006972768	0.005273886	0.004014842	0.01188804	Female	25 - 35	None	None	No	Caucasian	0.9172274	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.3	0.1856191	0.8068888	0.006012449	0.006475132	0.005142356	0.004003562	0.01186192	Female	25 - 35	None	None	No	Caucasian	0.9244677	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.3	0.1692808	0.8234383	0.005591984	0.006020615	0.005032269	0.004014225	0.01178921	Female	25 - 35	None	None	No	Caucasian	0.9280298	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.4	0.1544061	0.8384905	0.005202698	0.005602887	0.004924688	0.004055945	0.01169198	Female	25 - 35	None	None	No	Caucasian	0.9223746	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.4	0.1409039	0.8521327	0.004847682	0.005221198	0.004813537	0.004099287	0.01156415	Female	25 - 35	None	None	No	Caucasian	0.9209762	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.4	0.1286626	0.8645059	0.004538108	0.004891275	0.004722754	0.004176135	0.01149359	Female	25 - 35	None	None	No	Caucasian	0.9283722	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.5	0.1175563	0.8757331	0.004263007	0.004597261	0.004649515	0.004258139	0.0115179	Female	25 - 35	None	None	No	Caucasian	0.9186734	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.5	0.1075711	0.8857742	0.004028566	0.004340333	0.004573144	0.004306841	0.01155386	Female	25 - 35	None	None	No	Caucasian	0.9260804	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.6	0.09855488	0.8948714	0.00381369	0.004110123	0.004494331	0.004369088	0.01161914	Female	25 - 35	None	None	No	Caucasian	0.9108745	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.6	0.0904388	0.9030517	0.003629973	0.003918527	0.004429388	0.004464288	0.01170009	Female	25 - 35	None	None	No	Caucasian	0.9205728	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.6	0.08312081	0.910455	0.00347091	0.003752457	0.00437727	0.00456909	0.01184591	Female	25 - 35	None	None	No	Caucasian	0.9225979	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.7	0.07649516	0.9171802	0.003336778	0.003627989	0.004333456	0.004712989	0.01203593	Female	25 - 35	None	None	No	Caucasian	0.9183631	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.7	0.07050999	0.9232659	0.003215074	0.003511513	0.00429259	0.004857537	0.01214857	Female	25 - 35	None	None	No	Caucasian	0.9214128	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.8	0.06507322	0.9287893	0.003088231	0.003393533	0.00424989	0.004993751	0.01220341	Female	25 - 35	None	None	No	Caucasian	0.9150416	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
