Video analysis detailed log

Face Model:	General
Calibration:	-
Start time:	11/21/2017 11:37:11.703
Filename:	D:\Testings\Movie Samples & FR Analysis Logs - CK\1\S051#001.mp4
Frame rate:	20.00

Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Gender	Age	Beard	Moustache	Glasses	Ethnicity	Quality	Mouth	Left Eye	Right Eye	Left Eyebrow	Right Eyebrow	Identity	Stimulus	Event Marker
00:00:00.000	0.702872600	0.093431440	0.088039920	0.103739900	0.114061000	0.112121900	0.040501510	Female	20 - 30	None	None	No	African	0.500000000	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	No Stimulus	No Event Marker
00:00:00.050	0.702872600	0.093431440	0.088039920	0.103739900	0.114061000	0.112121900	0.040501510	Female	20 - 30	None	None	No	African	0.500000000	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	No Stimulus	No Event Marker
00:00:00.100	0.702872600	0.093431440	0.088039920	0.103739900	0.114061000	0.112121900	0.040501510	Female	20 - 30	None	None	No	African	0.500000000	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	No Stimulus	No Event Marker
00:00:00.150	0.701370400	0.083892760	0.093070400	0.092333590	0.102734900	0.102627800	0.035641900	Female	20 - 30	None	None	No	African	0.896353800	Open	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00:00.200	0.696273200	0.076314180	0.100005100	0.082826730	0.092669800	0.094413130	0.031510450	Female	20 - 30	None	None	No	African	0.734710300	Open	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00:00.250	0.690619200	0.072795800	0.106323700	0.074371690	0.083535460	0.086967990	0.027953150	Female	20 - 30	None	None	No	African	0.794949600	Closed	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00:00.300	0.685616000	0.068986010	0.110536600	0.067168560	0.075912420	0.080718440	0.024942380	Female	20 - 30	None	None	No	African	0.899566500	Closed	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00:00.350	0.681644000	0.065762300	0.112890500	0.060945040	0.069165100	0.075315150	0.022312220	Female	20 - 30	None	None	No	African	0.899421500	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.400	0.677880400	0.063601060	0.114703800	0.055409170	0.063504970	0.070528220	0.020020400	Female	20 - 30	None	None	No	African	0.847347600	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.450	0.672990500	0.063443770	0.115947000	0.050581760	0.058692750	0.066750450	0.017986100	Female	20 - 30	None	None	No	African	0.828131900	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.500	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	No Stimulus	No Event Marker
00:00:00.550	0.636657200	0.073161170	0.108238400	0.041209790	0.050681360	0.108724200	0.014310380	Female	20 - 30	None	None	No	African	0.954478100	Open	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
