Video analysis detailed log

Face Model:	General
Calibration:	-
Start time:	11/3/2017 14:10:07.936
Filename:	H:\Best DB's\Test Movies - CK\2\S999#003.mp4
Frame rate:	20.00

Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Gender	Age	Beard	Moustache	Glasses	Ethnicity	Mouth	Left Eye	Right Eye	Left Eyebrow	Right Eyebrow	Identity	Stimulus	Event Marker	Participant Name	Analysis Index
00:00:00.000	0.957984000	0.000007275	0.042386820	0.048125050	0.001214532	0.002215154	0.003316871	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker	Participant 21	Analysis 1
00:00:00.050	0.958157600	0.000228617	0.041561930	0.047648950	0.001585642	0.002212716	0.003327828	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker	Participant 21	Analysis 1
00:00:00.100	0.958330800	0.000449045	0.040255190	0.047054740	0.002372212	0.002210753	0.003356107	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker	Participant 21	Analysis 1
00:00:00.150	0.958340100	0.000626713	0.038722590	0.046431030	0.003328942	0.002215600	0.003392549	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker	Participant 21	Analysis 1
00:00:00.200	0.958208000	0.000766685	0.037215290	0.045869820	0.004418830	0.002231257	0.003439649	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker	Participant 21	Analysis 1
00:00:00.250	0.957982200	0.000874949	0.035513430	0.045280360	0.005488912	0.002242960	0.003481060	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker	Participant 21	Analysis 1
00:00:00.300	0.957782900	0.000961440	0.033684220	0.044652480	0.006626722	0.002251577	0.003525592	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker	Participant 21	Analysis 1
00:00:00.350	0.957528400	0.001028976	0.031839060	0.044045230	0.007635094	0.002256218	0.003558963	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker	Participant 21	Analysis 1
00:00:00.400	0.956934000	0.001079521	0.030009940	0.043867530	0.008601082	0.002278291	0.003600126	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker	Participant 21	Analysis 1
00:00:00.450	0.954799200	0.001116901	0.028691580	0.045203530	0.009587516	0.002349765	0.003680118	Female	25 - 35	None	None	No	Caucasian	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker	Participant 21	Analysis 1
