Video analysis detailed log

Face Model:	General
Calibration:	-
Start time:	11/21/2017 11:39:05.343
Filename:	D:\Testings\Movie Samples & FR Analysis Logs - CK\2\15.avi
Frame rate:	14.00

Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Gender	Age	Beard	Moustache	Glasses	Ethnicity	Quality	Mouth	Left Eye	Right Eye	Left Eyebrow	Right Eyebrow	Identity	Stimulus	Event Marker
00:00:00.000	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	FIND_FAILED	No Stimulus	No Event Marker
00:00:00.071	0.927095200	0.000072974	0.075654210	0.000422948	0.017654010	0.046111020	0.007386415	Male	35 - 45	None	Some	No	Caucasian	0.948335200	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00:00.142	0.922588000	0.000082609	0.080008490	0.001121424	0.017645700	0.043037190	0.007420724	Male	30 - 40	None	Some	No	Caucasian	0.946324100	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00:00.214	0.916022900	0.000446873	0.086915340	0.002237234	0.017671460	0.038392000	0.007547698	Male	30 - 40	None	Some	No	Caucasian	0.944451100	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00:00.285	0.908507600	0.000836739	0.095461290	0.003647979	0.017771120	0.033324860	0.007734509	Male	30 - 40	None	Some	No	Caucasian	0.943502800	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	NO IDENTIFICATION	No Stimulus	No Event Marker
00:00:00.357	0.900549900	0.001262222	0.105171500	0.004775124	0.018047550	0.028469940	0.007785487	Male	30 - 40	None	Some	No	Caucasian	0.941904700	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.428	0.892499600	0.001494094	0.116143700	0.005256206	0.018266170	0.024103030	0.007649714	Male	30 - 40	None	Some	No	Caucasian	0.942057000	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.500	0.884006900	0.001805651	0.128237300	0.005437104	0.018443300	0.020264380	0.007454047	Male	30 - 40	None	Some	No	Caucasian	0.942088100	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.571	0.877744300	0.001916035	0.137721600	0.005408030	0.018793920	0.017032930	0.006988687	Male	30 - 40	None	Some	No	Caucasian	0.940524600	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.642	0.874261700	0.001899088	0.143150700	0.005595898	0.019245310	0.014371670	0.006526389	Male	30 - 40	None	Some	No	Caucasian	0.941618100	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.714	0.871960100	0.001859463	0.147113600	0.005471373	0.019720740	0.012198650	0.006068056	Male	30 - 40	None	Some	No	Caucasian	0.940597200	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.785	0.868462600	0.001778487	0.153088300	0.005161687	0.020217740	0.010329540	0.005588714	Male	30 - 40	None	Some	No	Caucasian	0.940716400	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.857	0.865389700	0.001650662	0.158001400	0.005159213	0.020591950	0.008800790	0.005214279	Male	30 - 40	None	Some	No	Caucasian	0.939842500	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:00.928	0.861464100	0.001507077	0.164697500	0.004943664	0.021008950	0.007507668	0.004747412	Male	30 - 40	None	Some	No	Caucasian	0.940144300	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:01.000	0.857963100	0.001377778	0.170520800	0.004605761	0.021508960	0.006448903	0.004246486	Male	30 - 40	None	Some	No	Caucasian	0.937613800	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:01.071	0.852719100	0.001240125	0.179016500	0.004211109	0.021891760	0.005561996	0.003751392	Male	30 - 40	None	Some	No	Caucasian	0.938365800	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:01.142	0.847994900	0.001177906	0.186921100	0.003798798	0.022318820	0.004833062	0.003319278	Male	30 - 40	None	Some	No	Caucasian	0.939103300	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:01.214	0.843894400	0.001199432	0.192846300	0.003396082	0.022721030	0.004363442	0.003035416	Male	30 - 40	None	Some	No	Caucasian	0.938245600	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00:01.285	0.840001100	0.001164081	0.198968900	0.003274039	0.022981160	0.003929355	0.002727856	Male	30 - 40	None	Some	No	Caucasian	0.935839900	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
